drug_name,pubchem_id,smile
Prolificin A,11995285,CCC(C)C(=O)C1=C(C=C(C2=C1OC(C(C2)CC=C(C)C)(C)CCC=C(C)CCC=C(C)C)O)O
prop-2-ene-1-SO-thioperoxol,14917355,C=CCSO
Propanol,1031,CCCO
Propyl gallate,4947,CCCOC(=O)C1=CC(=C(C(=C1)O)O)O
Protocatechuic acid,72,C1=CC(=C(C=C1C(=O)O)O)O
Pseudomonas Quinolone Signal,2763159,CCCCCCCC1=C(C(=O)C2=CC=CC=C2N1)O
Psoralen,6199,C1=CC(=O)OC2=CC3=C(C=CO3)C=C21
Pyrazinamide,1046,C1=CN=C(C=N1)C(=O)N
Pyrimethamine,4993,CCC1=C(C(=NC(=N1)N)N)C2=CC=C(C=C2)Cl
Pyrogallol,1057,C1=CC(=C(C(=C1)O)O)O
Pyrvinium pamoate,54680693,CC1=CC(=C(N1C2=CC=CC=C2)C)C=CC3=[N+](C4=C(C=C3)C=C(C=C4)N(C)C)C.CC1=CC(=C(N1C2=CC=CC=C2)C)C=CC3=[N+](C4=C(C=C3)C=C(C=C4)N(C)C)C.C1=CC=C2C(=C1)C=C(C(=C2CC3=C(C(=CC4=CC=CC=C43)C(=O)O)[O-])[O-])C(=O)O
Quercetin,5280343,C1=CC(=C(C=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O)O
Quercetin Dihydrate,5284452,C1=CC(=C(C=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O)O.O.O
Quercetin-3-O-glucuronide,5274585,C1=CC(=C(C=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)OC4C(C(C(C(O4)C(=O)O)O)O)O)O)O
Quinine,3034034,COC1=CC2=C(C=CN=C2C=C1)C(C3CC4CCN3CC4C=C)O
Quinizarin,6688,C1=CC=C2C(=C1)C(=O)C3=C(C=CC(=C3C2=O)O)O
Quinolin-8-ol,1923,C1=CC2=C(C(=C1)O)N=CC=C2
Quinupristin,5388937,CCC1C(=O)N2CCCC2C(=O)N(C(C(=O)N3CC(C(=O)CC3C(=O)NC(C(=O)OC(C(C(=O)N1)NC(=O)C4=C(C=CC=N4)O)C)C5=CC=CC=C5)CSC6CN7CCC6CC7)CC8=CC=C(C=C8)N(C)C)C
Quinupristin/dalfopristin,71770713,CCC1C(=O)N2CCCC2C(=O)N(C(C(=O)N3CC(C(=O)CC3C(=O)NC(C(=O)OC(C(C(=O)N1)NC(=O)C4=C(C=CC=N4)O)C)C5=CC=CC=C5)CSC6CN7CCC6CC7)CC8=CC=C(C=C8)N(C)C)C.CCN(CC)CCS(=O)(=O)C1CCN2C1C(=O)OC(C(C=CC(=O)NCC=CC(=CC(CC(=O)CC3=NC(=CO3)C2=O)O)C)C)C(C)C
Raltegravir,54671008,CC1=NN=C(O1)C(=O)NC(C)(C)C2=NC(=C(C(=O)N2C)O)C(=O)NCC3=CC=C(C=C3)F
Reserpine,5770,COC1C(CC2CN3CCC4=C(C3CC2C1C(=O)OC)NC5=C4C=CC(=C5)OC)OC(=O)C6=CC(=C(C(=C6)OC)OC)OC
Resorcinol,5054,C1=CC(=CC(=C1)O)O
Resveratrol,445154,C1=CC(=CC=C1C=CC2=CC(=CC(=C2)O)O)O
Rhein,10168,C1=CC2=C(C(=C1)O)C(=O)C3=C(C2=O)C=C(C=C3O)C(=O)O
Rhodomyrtone,12050020,CC(C)CC1C2=C(C=C(C(=C2O)C(=O)CC(C)C)O)OC3=C1C(=O)C(C(=O)C3(C)C)(C)C
Ribavirin,37542,C1=NC(=NN1C2C(C(C(O2)CO)O)O)C(=O)N
Rifabutin,135415564,CC1C=CC=C(C(=O)NC2=C(C3=C(C4=C(C(=C3O)C)OC(C4=O)(OC=CC(C(C(C(C(C(C1O)C)O)C)OC(=O)C)C)OC)C)C5=NC6(CCN(CC6)CC(C)C)N=C25)O)C
Rifalazil,135431094,CC1C=CC=C(C(=O)NC2=C3C(=C4C(=C(C(=C5C4=C(C(O5)(OC=CC(C(C(C(C(C(C1O)C)O)C)OC(=O)C)C)OC)C)O)C)O)C2=O)N=C6C(=CC(=CC6=O)N7CCN(CC7)CC(C)C)O3)C
Rifampicin,135398735,CC1C=CC=C(C(=O)NC2=C(C(=C3C(=C2O)C(=C(C4=C3C(=O)C(O4)(OC=CC(C(C(C(C(C(C1O)C)O)C)OC(=O)C)C)OC)C)C)O)O)C=NN5CCN(CC5)C)C
Rilpivirine,6451164,CC1=CC(=CC(=C1NC2=NC(=NC=C2)NC3=CC=C(C=C3)C#N)C)C=CC#N
Ritonavir,392622,CC(C)C1=NC(=CS1)CN(C)C(=O)NC(C(C)C)C(=O)NC(CC2=CC=CC=C2)CC(C(CC3=CC=CC=C3)NC(=O)OCC4=CN=CS4)O
RNAIII-inhibiting Peptide,134128288,CC(C(C(=O)NC(CC(=O)N)C(=O)NC(CC1=CC=CC=C1)C(=O)N)NC(=O)C(CC2=CNC3=CC=CC=C32)NC(=O)C4CCCN4C(=O)C(CO)NC(=O)C(CC5=CC=C(C=C5)O)N)O.C(=O)(C(F)(F)F)O
Rosmarinic acid,5281792,C1=CC(=C(C=C1CC(C(=O)O)OC(=O)C=CC2=CC(=C(C=C2)O)O)O)O
Rosoxacin,287180,CCN1C=C(C(=O)C2=C1C=C(C=C2)C3=CC=NC=C3)C(=O)O
RT2,131632227,CCC1=CC=C(C=C1)CC2=CC3=C(COC34C(C(C(C(O4)CO)O)O)O)C=C2
Rufloxacin,58258,CN1CCN(CC1)C2=C(C=C3C4=C2SCCN4C=C(C3=O)C(=O)O)F
Rutaecarpine,65752,C1CN2C(=NC3=CC=CC=C3C2=O)C4=C1C5=CC=CC=C5N4
Rutin,5280805,CC1C(C(C(C(O1)OCC2C(C(C(C(O2)OC3=C(OC4=CC(=CC(=C4C3=O)O)O)C5=CC(=C(C=C5)O)O)O)O)O)O)O)O
S-(2-Aminoethyl)-L-cysteine hydrochloride,16218879,C(CSCC(C(=O)O)N)N.Cl
S-(2-thienyl)-L-cysteine,16218806,C1=CSC(=C1)SCC(C(=O)O)N
S-(4-tolyl)-L-cysteine,16218551,CC1=CC=C(C=C1)SCC(C(=O)O)N
Salicylic Acid,338,C1=CC=C(C(=C1)C(=O)O)O
Sanguinarine,5154,C[N+]1=C2C(=C3C=CC4=C(C3=C1)OCO4)C=CC5=CC6=C(C=C52)OCO6
Saquinavir,441243,CC(C)(C)NC(=O)C1CC2CCCCC2CN1CC(C(CC3=CC=CC=C3)NC(=O)C(CC(=O)N)NC(=O)C4=NC5=CC=CC=C5C=C4)O
S-carboxylmethyl-L-cysteine,193653,C(C(C(=O)O)N)SCC(=O)O
Scopoletin,5280460,COC1=C(C=C2C(=C1)C=CC(=O)O2)O
Sennidin A,92826,C1=CC2=C(C(=C1)O)C(=O)C3=C(C2C4C5=C(C(=CC=C5)O)C(=O)C6=C4C=C(C=C6O)C(=O)O)C=C(C=C3O)C(=O)O
Sertaconazole nitrate,200103,C1=CC2=C(C(=C1)Cl)SC=C2COC(CN3C=CN=C3)C4=C(C=C(C=C4)Cl)Cl.[N+](=O)(O)[O-]
S-ethyl-L-cysteine,92185,CCSCC(C(=O)O)N
Shikonin,479503,CC(=CCC(C1=CC(=O)C2=C(C=CC(=C2C1=O)O)O)O)C
Siamycin I,16130275,CCC(C)C1C(=O)NC(C(=O)NC(CSSCC2C(=O)NC(C(=O)NC3CC(=O)NC(CSSCC(C(=O)NCC(=O)NC(C(=O)NC(C(=O)N1)C)CC4=CC=C(C=C4)O)NC(=O)CNC(=O)C(NC(=O)C(NC3=O)CC5=CC=CC=C5)C)C(=O)NC(C(=O)NCC(=O)NC(C(=O)NCC(=O)NC(C(=O)N2)CO)C(C)C)CC(C)C)CC(=O)N)C(=O)NC(CC6=CC=CC=C6)C(=O)NC(CC7=CNC8=CC=CC=C87)C(=O)O)C(C)C
Silver dihydrogen citrate,22485758,[H+].[H+].C(C(=O)[O-])C(CC(=O)[O-])(C(=O)[O-])O.[Ag+]
Silver nanowires,23954,[Ag]
Silver nitrate,24470,[N+](=O)([O-])[O-].[Ag+]
Silver sulfadiazine,441244,C1=CN=C(N=C1)[N-]S(=O)(=O)C2=CC=C(C=C2)N.[Ag+]
Silver sulphate,159865,[O-]S(=O)(=O)[O-].[Ag+].[Ag+]
Silybin,31553,COC1=C(C=CC(=C1)C2C(OC3=C(O2)C=C(C=C3)C4C(C(=O)C5=C(C=C(C=C5O4)O)O)O)CO)O
Simeprevir,24873435,CC1=C(C=CC2=C1N=C(C=C2OC3CC4C(C3)C(=O)N(CCCCC=CC5CC5(NC4=O)C(=O)NS(=O)(=O)C6CC6)C)C7=NC(=CS7)C(C)C)OC
Sinapic acid,637775,COC1=CC(=CC(=C1O)OC)C=CC(=O)O
Sinefungin,65482,C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)CC(CCC(C(=O)O)N)N)O)O)N
Sinensetin,145659,COC1=C(C=C(C=C1)C2=CC(=O)C3=C(C(=C(C=C3O2)OC)OC)OC)OC
Sodium ascorbate,23667548,C(C(C1C(=C(C(=O)O1)O)[O-])O)O.[Na+]
Sodium sulfate,24436,[O-]S(=O)(=O)[O-].[Na+].[Na+]
Sorbitol,5780,C(C(C(C(C(CO)O)O)O)O)O
sorivudine,5282192,C1=C(C(=O)NC(=O)N1C2C(C(C(O2)CO)O)O)C=CBr
Spermine,1103,C(CCNCCCN)CNCCCN
S-phenyl-L-cysteine,119462,C1=CC=C(C=C1)SCC(C(=O)O)N
S-phenyl-L-cysteine sulfoxide,101712556,C1=CC=C(C=C1)S(=O)CC(C(=O)O)N
S-propyl-L-cysteine,101975,CCCSCC(C(=O)O)N
SQ109,5274428,CC(=CCCC(=CCNCCNC1C2CC3CC(C2)CC1C3)C)C
Stavudine,18283,CC1=CN(C(=O)NC1=O)C2C=CC(O2)CO
Stearic acid,5281,CCCCCCCCCCCCCCCCCC(=O)O
Stilbene,638088,C1=CC=C(C=C1)C=CC2=CC=CC=C2
Streptomycin,19649,CC1C(C(C(O1)OC2C(C(C(C(C2O)O)N=C(N)N)O)N=C(N)N)OC3C(C(C(C(O3)CO)O)O)NC)(C=O)O
Streptorubin B,135515502,CCCCC1CCCCCCC2=CC1=C(N2)C=C3C(=CC(=N3)C4=CC=CN4)OC
Subtilosin,16132390,CCC(C)C(C(=O)NC(C)C(=O)NCC(=O)NC(C)C(=O)NCC(=O)O)NC(=O)CNC(=O)C(CC(=O)O)NC(=O)C1CCCN1C(=O)C(C(C)CC)NC(=O)C2CCCN2C(=O)CNC(=O)C(CC(=O)O)NC(=O)C(C(C)C)NC(=O)C(CC(C)C)NC(=O)C(CS)NC(=O)C(C)NC(=O)C(C)NC(=O)CNC(=O)C(C(C)CC)NC(=O)C(CO)NC(=O)C(CS)NC(=O)C(C(C)O)NC(=O)C(C)NC(=O)C(CS)NC(=O)CNC(=O)C(CCCCN)NC(=O)C(CC(=O)N)NC(=O)CNC(=O)C(CC3=CNC4=CC=CC=C43)NC(=O)C(CC(C)C)NC(=O)CNC(=O)C(CC(C)C)NC(=O)CN
Sucrose,5988,C(C1C(C(C(C(O1)OC2(C(C(C(O2)CO)O)O)CO)O)O)O)O
Sulbactam,130313,CC1(C(N2C(S1(=O)=O)CC2=O)C(=O)O)C
Sulconazole nitrate,65495,C1=CC(=CC=C1CSC(CN2C=CN=C2)C3=C(C=C(C=C3)Cl)Cl)Cl.[N+](=O)(O)[O-]
Sulfacetamide,5320,CC(=O)NS(=O)(=O)C1=CC=C(C=C1)N
Sulfacytine,5322,CCN1C=CC(=NC1=O)NS(=O)(=O)C2=CC=C(C=C2)N
Sulfadiazine,5215,C1=CN=C(N=C1)NS(=O)(=O)C2=CC=C(C=C2)N
Sulfadoxine,17134,COC1=C(N=CN=C1OC)NS(=O)(=O)C2=CC=C(C=C2)N
Sulfalene,9047,COC1=NC=CN=C1NS(=O)(=O)C2=CC=C(C=C2)N
Sulfamerazine,5325,CC1=NC(=NC=C1)NS(=O)(=O)C2=CC=C(C=C2)N
Sulfamethazine,5327,CC1=CC(=NC(=N1)NS(=O)(=O)C2=CC=C(C=C2)N)C
Sulfamethizole,5328,CC1=NN=C(S1)NS(=O)(=O)C2=CC=C(C=C2)N
Sulfamethoxazole,5329,CC1=CC(=NO1)NS(=O)(=O)C2=CC=C(C=C2)N
Sulfamoxole,12894,CC1=C(OC(=N1)NS(=O)(=O)C2=CC=C(C=C2)N)C
Sulfanilamide,5333,C1=CC(=CC=C1N)S(=O)(=O)N
Sulfaphenazole,5335,C1=CC=C(C=C1)N2C(=CC=N2)NS(=O)(=O)C3=CC=C(C=C3)N
Sulfathiazole,5340,C1=CC(=CC=C1N)S(=O)(=O)NC2=NC=CS2
Sulfisoxazole,5344,CC1=C(ON=C1C)NS(=O)(=O)C2=CC=C(C=C2)N
Syringic acid,10742,COC1=CC(=CC(=C1O)OC)C(=O)O
Tachyplesin III,16739289,CCC(C)C(C(=O)NC(CS)C(=O)NC(CC1=CC=C(C=C1)O)C(=O)NC(CCCNC(=N)N)C(=O)NC(CCCCN)C(=O)NC(CS)C(=O)NC(CCCNC(=N)N)C(=O)N)NC(=O)CNC(=O)C(CCCNC(=N)N)NC(=O)C(CC2=CC=C(C=C2)O)NC(=O)C(CS)NC(=O)C(C(C)C)NC(=O)C(CCCNC(=N)N)NC(=O)C(CC3=CC=CC=C3)NC(=O)C(CS)NC(=O)C(CC4=CNC5=CC=CC=C54)NC(=O)C(CCCCN)N
Tannic acid,16129778,C1=C(C=C(C(=C1O)O)O)C(=O)OC2=CC(=CC(=C2O)O)C(=O)OCC3C(C(C(C(O3)OC(=O)C4=CC(=C(C(=C4)OC(=O)C5=CC(=C(C(=C5)O)O)O)O)O)OC(=O)C6=CC(=C(C(=C6)OC(=O)C7=CC(=C(C(=C7)O)O)O)O)O)OC(=O)C8=CC(=C(C(=C8)OC(=O)C9=CC(=C(C(=C9)O)O)O)O)O)OC(=O)C1=CC(=C(C(=C1)OC(=O)C1=CC(=C(C(=C1)O)O)O)O)O
Taurine,1123,C(CS(=O)(=O)O)N
Tazobactam,123630,CC1(C(N2C(S1(=O)=O)CC2=O)C(=O)O)CN3C=CN=N3
Telaprevir,3010818,CCCC(C(=O)C(=O)NC1CC1)NC(=O)C2C3CCCC3CN2C(=O)C(C(C)(C)C)NC(=O)C(C4CCCCC4)NC(=O)C5=NC=CN=C5
Telekin,12443309,CC12CCCC(=C)C1(CC3C(C2)OC(=O)C3=C)O
Tellurite,115037,[O-][Te](=O)[O-]
Tenofovir,464205,CC(CN1C=NC2=C(N=CN=C21)N)OCP(=O)(O)O
Terconazole,441383,CC(C)N1CCN(CC1)C2=CC=C(C=C2)OCC3COC(O3)(CN4C=NC=N4)C5=C(C=C(C=C5)Cl)Cl
Terpinene-4-ol,11230,CC1=CCC(CC1)(C(C)C)O
Tert-butanol,6386,CC(C)(C)O
Tet-20,168510669,CCC(C)C(C(=O)NC(CCCN=C(N)N)C(=O)NC(C(C)C)C(=O)NC(CCCN=C(N)N)C(=O)NC(C(C)C)C(=O)NC(C(C)CC)C(=O)NC(CCCN=C(N)N)C(=O)NC(CCCCN)C(=O)NC(CS)C(=O)O)NC(=O)C(CCCN=C(N)N)NC(=O)C(CC1=CNC2=CC=CC=C21)NC(=O)C(CCCN=C(N)N)NC(=O)C(CCCCN)N
Tet-213,164886681,C.[K].[K].[W].[W].[W].[W]
Tetracycline,54675776,CC1(C2CC3C(C(=O)C(=C(C3(C(=O)C2=C(C4=C1C=CC=C4O)O)O)O)C(=O)N)N(C)C)O
Thimerosal,16684434,CC[Hg]SC1=CC=CC=C1C(=O)[O-].[Na+]
Thonzonium bromide,11102,CCCCCCCCCCCCCCCC[N+](C)(C)CCN(CC1=CC=C(C=C1)OC)C2=NC=CC=N2.[Br-]
Thymol,6989,CC1=CC(=C(C=C1)C(C)C)O
Ticarcillin,36921,CC1(C(N2C(S1)C(C2=O)NC(=O)C(C3=CSC=C3)C(=O)O)C(=O)O)C
Tigecycline,54686904,CC(C)(C)NCC(=O)NC1=CC(=C2CC3CC4C(C(=O)C(=C(C4(C(=O)C3=C(C2=C1O)O)O)O)C(=O)N)N(C)C)N(C)C
Tiliroside,5320686,C1=CC(=CC=C1C=CC(=O)OCC2C(C(C(C(O2)OC3=C(OC4=CC(=CC(=C4C3=O)O)O)C5=CC=C(C=C5)O)O)O)O)O
Timolol,33624,CC(C)(C)NCC(COC1=NSN=C1N2CCOCC2)O
Tioconazole,5482,C1=CC(=C(C=C1Cl)Cl)C(CN2C=CN=C2)OCC3=C(SC=C3)Cl
Tipranavir,54682461,CCCC1(CC(=C(C(=O)O1)C(CC)C2=CC(=CC=C2)NS(=O)(=O)C3=NC=C(C=C3)C(F)(F)F)O)CCC4=CC=CC=C4
Titanium dioxide,26042,O=[Ti]=O
TMB-8,5494,CCN(CC)CCCCCCCCOC(=O)C1=CC(=C(C(=C1)OC)OC)OC
Tobramycin,36294,C1C(C(C(C(C1N)OC2C(C(C(C(O2)CO)O)N)O)O)OC3C(CC(C(O3)CN)O)N)N
Tomentosin,155173,CC1CC2C(CC=C1CCC(=O)C)C(=C)C(=O)O2
Toremifene,3005573,CN(C)CCOC1=CC=C(C=C1)C(=C(CCCl)C2=CC=CC=C2)C3=CC=CC=C3
trans-2-dodecenoic acid,5282729,CCCCCCCCCC=CC(=O)O
trans-2-Nonenal,5283335,CCCCCCC=CC=O
trans-2-Pentenal,5364752,CCC=CC=O
Tricaine,261501,CCOC(=O)C1=CC(=CC=C1)N.CS(=O)(=O)O
Triclosan,5564,C1=CC(=C(C=C1Cl)O)OC2=C(C=C(C=C2)Cl)Cl
Trimethoprim-sulfamethoxazole,358641,CC1=CC(=NO1)NS(=O)(=O)C2=CC=C(C=C2)N.COC1=CC(=CC(=C1OC)OC)CC2=CN=C(N=C2N)N
Trimethoxyflavone,53666501,COC1=C(C2=C(C=C1)OC(=C(C2=O)OC)C3=CC=CC=C3)OC
Trovafloxacin,62959,C1C2C(C2N)CN1C3=C(C=C4C(=O)C(=CN(C4=N3)C5=C(C=C(C=C5)F)F)C(=O)O)F
Tyrosol,10393,C1=CC(=CC=C1CCO)O
Tyrphostin 9,5614,CC(C)(C)C1=CC(=CC(=C1O)C(C)(C)C)C=C(C#N)C#N
Tyrphostin AG1478,2051,COC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC(=CC=C3)Cl)OC
Umbelliferone,5281426,C1=CC(=CC2=C1C=CC(=O)O2)O
Undecanoic acid,8180,CCCCCCCCCCC(=O)O
Uracil,1174,C1=CNC(=O)NC1=O
Ursolic acid,64945,CC1CCC2(CCC3(C(=CCC4C3(CCC5C4(CCC(C5(C)C)O)C)C)C2C1C)C)C(=O)O
Usnic acid,5646,CC1=C(C(=C2C(=C1O)C3(C(=CC(=O)C(C3=O)C(=O)C)O2)C)C(=O)C)O
Vancomycin,14969,CC1C(C(CC(O1)OC2C(C(C(OC2OC3=C4C=C5C=C3OC6=C(C=C(C=C6)C(C(C(=O)NC(C(=O)NC5C(=O)NC7C8=CC(=C(C=C8)O)C9=C(C=C(C=C9O)O)C(NC(=O)C(C(C1=CC(=C(O4)C=C1)Cl)O)NC7=O)C(=O)O)CC(=O)N)NC(=O)C(CC(C)C)NC)O)Cl)CO)O)O)(C)N)O
Vanillic acid,8468,COC1=C(C=CC(=C1)C(=O)O)O
Vanillin,1183,COC1=C(C=CC(=C1)C=O)O
Vanillylacetone,31211,CC(=O)CCC1=CC(=C(C=C1)O)OC
Verapamil,2520,CC(C)C(CCCN(C)CCC1=CC(=C(C=C1)OC)OC)(C#N)C2=CC(=C(C=C2)OC)OC
Vidarabine,21704,C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)CO)O)O)N
Viomycin,135398671,C1C(N=C(NC1O)N)C2C(=O)NCC(C(=O)NC(C(=O)NC(C(=O)NC(=CNC(=O)N)C(=O)N2)CO)CO)NC(=O)CC(CCCN)N
Virginiamycin M1,5459319,CC1C=CC(=O)NCC=CC(=CC(CC(=O)CC2=NC(=CO2)C(=O)N3CCC=C3C(=O)OC1C(C)C)O)C
Virstatin,145949,C1=CC2=C3C(=C1)C(=O)N(C(=O)C3=CC=C2)CCCC(=O)O
Vitamin C,54670067,C(C(C1C(=C(C(=O)O1)O)O)O)O
Vitexin,5280441,C1=CC(=CC=C1C2=CC(=O)C3=C(O2)C(=C(C=C3O)O)C4C(C(C(C(O4)CO)O)O)O)O
Voriconazole,71616,CC(C1=NC=NC=C1F)C(CN2C=NC=N2)(C3=C(C=C(C=C3)F)F)O
VS2,445490,C1=CC=C(C=C1)CCC(C(CS(=O)(=O)CC2=CC=CC=C2)S)NC(=O)C(CC3=CC=CC=C3)NC(=O)OCC4=CC=CC=C4
W-7 Hydrochloride,124887,C1=CC2=C(C=CC=C2Cl)C(=C1)S(=O)(=O)NCCCCCCN.Cl
YC-1 compound,5712,C1=CC=C(C=C1)CN2C3=CC=CC=C3C(=N2)C4=CC=C(O4)CO
Yohimbine hydrochloride,6169,COC(=O)C1C(CCC2C1CC3C4=C(CCN3C2)C5=CC=CC=C5N4)O.Cl
Zalcitabine,24066,C1CC(OC1CO)N2C=CC(=NC2=O)N
Zanamivir,60855,CC(=O)NC1C(C=C(OC1C(C(CO)O)O)C(=O)O)N=C(N)N
Zeaxanthin,5280899,CC1=C(C(CC(C1)O)(C)C)C=CC(=CC=CC(=CC=CC=C(C)C=CC=C(C)C=CC2=C(CC(CC2(C)C)O)C)C)C
Zidovudine,35370,CC1=CN(C(=O)NC1=O)C2CC(C(O2)CO)N=[N+]=[N-]
Zinc,23994,[Zn]
Zinc Dichloride,5727,Cl[Zn]Cl
Zinc Nitrate,24518,[N+](=O)([O-])[O-].[N+](=O)([O-])[O-].[Zn+2]
Zinc oxide,14806,O=[Zn]
Zinc sulfate,24424,[O-]S(=O)(=O)[O-].[Zn+2]
Zotepine,5736,CN(C)CCOC1=CC2=CC=CC=C2SC3=C1C=C(C=C3)Cl
